fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,fpl_insol,fpl_insolerr1,fpl_insolerr2,fpl_insollim,fpl_snum,ra_str,ra,dec_str,dec,fst_posreflink,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-1311,c,Kepler-1311 c,Transit,0,2016,2.53573424,0.00001018,-0.00001018,0,,,,,,,,,1.98000,,,0,M-R relationship,1.220,0.280,-0.240,0,5.99000,,,0,,,,,2144.5530,71.7850,-69.3140,0,1,19h18m36.30s,289.651263,+43d49m27.9s,43.824417,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,705.00,150.27,-148.60,0,13.318,,0,G (Gaia),11.825,0.013,0,Ks (2MASS),,5748.00,87.26,-72.30,0,4.16,0.18,-0.14,0,0.445,0.019,-0.020,0,1.05,0.08,-0.06,0,1.40,0.30,-0.30,0,0.090,0.101,-0.073,0,[Fe/H],7.590,1.700,-2.060,0
Kepler-1312,b,Kepler-1312 b,Transit,0,2016,5.44832529,0.00000735,-0.00000735,0,,,,,,,,,5.06000,,,0,M-R relationship,2.100,0.080,-0.070,0,3.00000,,,0,,,,,219.1170,5.1120,-5.0060,0,1,19h31m53.10s,292.971241,+41d02m08.8s,41.035764,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,305.00,10.04,-10.16,0,12.378,,0,G (Gaia),10.907,0.019,0,Ks (2MASS),,5719.00,71.88,-58.57,0,4.51,0.02,-0.02,0,-0.109,0.006,-0.006,0,0.99,0.03,-0.03,0,0.92,0.03,-0.03,0,-0.020,0.094,-0.096,0,[Fe/H],2.000,1.190,-0.624,0
Kepler-1313,b,Kepler-1313 b,Transit,0,2016,3.83309118,0.00000534,-0.00000534,0,,,,,,,,,3.75000,,,0,M-R relationship,1.760,0.060,-0.080,0,3.78000,,,0,,,,,227.1980,3.8340,-3.7830,0,1,19h29m33.25s,292.388546,+42d13m59.7s,42.233261,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,187.00,6.24,-6.55,0,11.789,,0,G (Gaia),10.088,0.016,0,Ks (2MASS),,5453.00,82.15,-76.05,0,4.54,0.02,-0.02,0,-0.329,0.003,-0.003,0,0.92,0.03,-0.03,0,0.85,0.03,-0.03,0,0.000,0.093,-0.100,0,[Fe/H],2.690,2.040,-1.170,0
Kepler-1314,b,Kepler-1314 b,Transit,0,2016,5.42474928,0.00000397,-0.00000397,0,,,,,,,,,22.90000,,,0,M-R relationship,5.110,0.190,-0.190,0,0.94300,,,0,,,,,,,,,1,19h36m57.11s,294.237938,+45d11m50.4s,45.197322,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,462.00,22.44,-26.25,0,17.121,,0,G (Gaia),13.220,0.032,0,Ks (2MASS),,4188.00,92.28,-113.71,0,4.68,0.02,-0.02,0,-1.010,,,0,0.60,0.02,-0.02,0,0.59,0.02,-0.02,0,-0.220,0.078,-0.068,0,[Fe/H],6.030,5.910,-3.530,0
Kepler-1315,b,Kepler-1315 b,Transit,0,2016,0.84338011,0.00000082,-0.00000082,0,,,,,,,,,2.48000,,,0,M-R relationship,1.380,0.080,-0.060,0,5.19000,,,0,,,,,897.9000,33.8960,-32.7750,0,1,19h43m17.15s,295.821448,+46d03m10.9s,46.053029,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,505.00,23.50,-25.43,0,14.952,,0,G (Gaia),12.684,0.031,0,Ks (2MASS),,4861.00,81.92,-112.47,0,4.60,0.02,-0.04,0,-0.686,0.013,-0.014,0,0.80,0.03,-0.04,0,0.75,0.03,-0.03,0,0.070,0.157,-0.165,0,[Fe/H],3.470,5.950,-1.840,0
Kepler-1316,b,Kepler-1316 b,Transit,0,2016,87.97321360,0.00052310,-0.00052310,0,,,,,,,,,12.30000,,,0,M-R relationship,3.540,0.550,-0.380,0,1.52000,,,0,,,,,10.7140,0.3770,-0.3630,0,1,19h55m20.61s,298.835871,+40d17m35.3s,40.293136,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,753.00,115.83,-80.78,0,13.951,,0,G (Gaia),12.442,0.022,0,Ks (2MASS),,5884.00,97.80,-96.34,0,4.36,0.10,-0.11,0,0.130,0.016,-0.016,0,1.04,0.05,-0.05,0,1.12,0.17,-0.12,0,0.030,0.084,-0.084,0,[Fe/H],5.130,1.900,-2.650,0
Kepler-1317,b,Kepler-1317 b,Transit,0,2016,0.56887443,0.00000060,-0.00000060,0,,,,,,,,,3.05000,,,0,M-R relationship,1.560,0.090,-0.080,0,4.41000,,,0,,,,,2413.2610,124.0940,-117.8330,0,1,19h26m26.85s,291.611881,+42d06m57.5s,42.115971,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,734.00,39.07,-38.63,0,15.234,,0,G (Gaia),13.309,0.041,0,Ks (2MASS),,5144.00,84.20,-69.20,0,4.57,0.03,-0.05,0,-0.432,0.019,-0.020,0,0.83,0.04,-0.04,0,0.79,0.04,-0.04,0,-0.010,0.133,-0.156,0,[Fe/H],4.790,5.830,-2.760,0
Kepler-1318,b,Kepler-1318 b,Transit,0,2016,213.25766300,0.00105100,-0.00105100,0,,,,,,,,,9.85000,,,0,M-R relationship,3.110,0.170,-0.150,0,1.80000,,,0,,,,,0.4920,0.0230,-0.0220,0,1,19h21m30.32s,290.376313,+41d09m02.7s,41.150741,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,475.00,20.13,-23.51,0,15.242,,0,G (Gaia),12.767,0.042,0,Ks (2MASS),,4598.00,63.77,-51.73,0,4.62,0.02,-0.03,0,-0.789,0.013,-0.014,0,0.73,0.03,-0.04,0,0.70,0.02,-0.03,0,-0.010,0.141,-0.146,0,[Fe/H],4.570,5.850,-2.610,0
Kepler-1320,b,Kepler-1320 b,Transit,0,2016,0.86838653,0.00000116,-0.00000116,0,,,,,,,,,3.53000,,,0,M-R relationship,1.700,0.070,-0.110,0,3.95000,,,0,,,,,672.1130,44.5790,-41.4470,0,1,19h13m44.06s,288.433591,+40d22m51.2s,40.380875,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,771.00,32.72,-30.73,0,15.905,,0,G (Gaia),13.658,0.049,0,Ks (2MASS),,4817.00,51.95,-67.43,0,4.60,0.01,-0.04,0,-0.796,0.023,-0.024,0,0.80,0.03,-0.04,0,0.74,0.03,-0.03,0,0.100,0.154,-0.167,0,[Fe/H],3.160,6.570,-1.640,0
Kepler-1321,b,Kepler-1321 b,Transit,0,2016,11.12830484,0.00002043,-0.00002043,0,,,,,,,,,21.50000,,,0,M-R relationship,4.920,0.600,-0.610,0,0.99200,,,0,,,,,13.5470,1.6730,-1.5090,0,1,19h38m06.86s,294.528593,+46d38m27.5s,46.640962,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,547.00,94.33,-53.71,0,16.928,,0,G (Gaia),13.884,0.053,0,Ks (2MASS),,4094.00,91.20,-86.13,0,4.73,0.04,-0.05,0,-0.937,0.044,-0.049,0,0.54,0.07,-0.04,0,0.53,0.06,-0.04,0,-0.450,0.279,-0.183,0,[Fe/H],4.170,5.690,-2.490,0
Kepler-1321,c,Kepler-1321 c,Transit,0,2016,2.22649109,0.00000524,-0.00000524,0,,,,,,,,,6.35000,,,0,M-R relationship,2.400,0.300,-0.180,0,2.52000,,,0,,,,,115.9090,14.3170,-12.9130,0,1,19h38m06.86s,294.528593,+46d38m27.5s,46.640962,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,547.00,94.33,-53.71,0,16.928,,0,G (Gaia),13.884,0.053,0,Ks (2MASS),,4094.00,91.20,-86.13,0,4.73,0.04,-0.05,0,-0.937,0.044,-0.049,0,0.54,0.07,-0.04,0,0.53,0.06,-0.04,0,-0.450,0.279,-0.183,0,[Fe/H],4.170,5.690,-2.490,0
Kepler-1322,b,Kepler-1322 b,Transit,0,2016,0.96286738,0.00000204,-0.00000204,0,,,,,,,,,3.22000,,,0,M-R relationship,1.610,0.200,-0.130,0,4.24000,,,0,,,,,2651.4240,346.4310,-300.0880,0,1,19h32m49.09s,293.204521,+45d26m07.4s,45.435402,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1217.00,151.54,-99.32,0,15.775,,0,G (Gaia),14.068,0.079,0,Ks (2MASS),,5488.00,151.55,-103.39,0,4.52,0.05,-0.11,0,-0.123,0.048,-0.054,0,0.90,0.05,-0.06,0,0.87,0.11,-0.07,0,-0.070,0.151,-0.184,0,[Fe/H],4.470,5.790,-2.800,0
Kepler-1323,b,Kepler-1323 b,Transit,0,2016,0.92990668,0.00000075,-0.00000075,0,,,,,,,,,2.92000,,,0,M-R relationship,1.520,0.330,-0.240,0,4.57000,,,0,,,,,5067.6030,135.3410,-131.6320,0,1,19h31m29.35s,292.872284,+46d05m56.0s,46.098885,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,530.00,114.09,-81.27,0,12.344,,0,G (Gaia),11.122,0.018,0,Ks (2MASS),,6169.00,74.24,-59.83,0,4.21,0.14,-0.13,0,0.275,0.008,-0.008,0,1.18,0.11,-0.06,0,1.40,0.30,-0.21,0,0.020,0.082,-0.088,0,[Fe/H],3.550,0.840,-0.960,0
Kepler-1324,b,Kepler-1324 b,Transit,0,2016,4.11584468,0.00000855,-0.00000855,0,,,,,,,,,2.89000,,,0,M-R relationship,1.510,0.080,-0.090,0,4.61000,,,0,,,,,98.4140,3.7100,-3.5440,0,1,19h24m44.39s,291.184970,+40d18m40.4s,40.311214,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,522.00,21.01,-24.16,0,15.134,,0,G (Gaia),12.834,0.028,0,Ks (2MASS),,4776.00,54.15,-70.56,0,4.61,0.02,-0.03,0,-0.732,0.014,-0.015,0,0.78,0.03,-0.04,0,0.73,0.02,-0.03,0,0.050,0.152,-0.176,0,[Fe/H],2.880,6.070,-1.370,0
Kepler-1325,b,Kepler-1325 b,Transit,0,2016,33.87868380,0.00023340,-0.00023340,0,,,,,,,,,8.55000,,,0,M-R relationship,2.860,0.400,-0.470,0,2.01000,,,0,,,,,18.1530,1.1200,-1.0470,0,1,19h00m04.13s,285.017227,+42d05m07.4s,42.085384,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,955.00,136.72,-71.35,0,15.129,,0,G (Gaia),13.457,0.044,0,Ks (2MASS),,5550.00,82.37,-93.24,0,4.50,0.05,-0.12,0,-0.160,0.025,-0.027,0,0.93,0.04,-0.05,0,0.91,0.13,-0.06,0,0.010,0.126,-0.178,0,[Fe/H],4.790,5.610,-2.990,0
Kepler-1326,b,Kepler-1326 b,Transit,0,2016,42.35142670,0.00013720,-0.00013720,0,,,,,,,,,16.30000,,,0,M-R relationship,4.180,1.510,-0.760,0,1.23000,,,0,,,,,47.8400,2.4100,-2.2690,0,1,19h44m53.31s,296.222144,+39d16m08.2s,39.268958,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,910.00,320.92,-167.63,0,12.741,,0,G (Gaia),11.700,0.017,0,Ks (2MASS),,6725.00,280.90,-196.41,0,4.12,0.13,-0.21,0,0.473,0.016,-0.016,0,1.45,0.21,-0.16,0,1.74,0.63,-0.32,0,0.020,0.129,-0.168,0,[Fe/H],1.700,0.530,-0.392,0
Kepler-1327,b,Kepler-1327 b,Transit,0,2016,14.88801098,0.00008768,-0.00008768,0,,,,,,,,,3.89000,,,0,M-R relationship,1.800,0.580,-0.200,0,3.67000,,,0,,,,,,,,,1,19h16m15.57s,289.064869,+50d27m39.5s,50.460976,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,688.00,164.10,-76.08,0,13.884,,0,G (Gaia),12.374,,-1,Ks (2MASS),,5885.00,115.84,-121.67,0,4.42,0.07,-0.17,0,-0.001,0.012,-0.012,0,1.02,0.07,-0.07,0,1.03,0.25,-0.11,0,-0.030,0.146,-0.200,0,[Fe/H],4.070,2.810,-2.270,0
Kepler-1328,b,Kepler-1328 b,Transit,0,2016,4.52158888,0.00002184,-0.00002184,0,,,,,,,,,0.90400,,,0,M-R relationship,0.980,0.200,-0.090,0,5.28000,,,0,,,,,545.6720,18.8530,-18.2490,0,1,18h58m42.09s,284.675388,+44d25m04.0s,44.417770,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,630.00,129.61,-60.03,0,13.803,,0,G (Gaia),12.305,0.023,0,Ks (2MASS),,5780.00,91.61,-90.02,0,4.44,0.07,-0.15,0,0.200,0.017,-0.017,0,1.00,0.06,-0.06,0,0.99,0.20,-0.09,0,0.000,0.131,-0.177,0,[Fe/H],4.570,3.120,-2.700,0
Kepler-1329,b,Kepler-1329 b,Transit,0,2016,9.33646594,0.00003106,-0.00003106,0,,,,,,,,,5.35000,,,0,M-R relationship,2.170,0.060,-0.160,0,2.88000,,,0,,,,,26.6450,1.5660,-1.4660,0,1,18h46m35.46s,281.647742,+48d16m15.8s,48.271046,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,624.00,20.04,-24.24,0,15.850,,0,G (Gaia),13.435,0.044,0,Ks (2MASS),,4500.00,38.73,-38.83,0,4.62,0.02,-0.03,0,-0.815,0.020,-0.021,0,0.72,0.02,-0.02,0,0.69,0.02,-0.02,0,0.020,0.123,-0.107,0,[Fe/H],5.620,5.370,-3.160,0
Kepler-133,b,Kepler-133 b,Transit,0,2014,8.12997600,0.00003800,-0.00003800,0,0.083000,,,0,,,,,3.75000,,,0,M-R relationship,1.760,0.300,-0.300,0,3.78000,,,0,,,,,408.5800,25.4900,-23.6310,0,1,19h49m06.71s,297.277976,+48d19m13.2s,48.320328,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,665.37,19.72,-19.72,0,12.841,,0,G (Gaia),11.320,0.016,0,Ks (2MASS),,5736.00,100.00,-100.00,0,4.19,0.15,-0.15,0,0.393,0.019,-0.020,0,1.04,0.07,-0.05,0,1.43,0.24,-0.24,0,0.150,0.109,-0.093,0,[Fe/H],7.590,1.800,-2.520,0
Kepler-133,c,Kepler-133 c,Transit,0,2014,31.51758600,0.00015800,-0.00015800,0,0.204000,,,0,,,,,8.45000,,,0,M-R relationship,2.840,0.480,-0.480,0,2.03000,,,0,,,,,67.1610,4.1900,-3.8840,0,1,19h49m06.71s,297.277976,+48d19m13.2s,48.320328,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,665.37,19.72,-19.72,0,12.841,,0,G (Gaia),11.320,0.016,0,Ks (2MASS),,5736.00,100.00,-100.00,0,4.19,0.15,-0.15,0,0.393,0.019,-0.020,0,1.04,0.07,-0.05,0,1.43,0.24,-0.24,0,0.150,0.109,-0.093,0,[Fe/H],7.590,1.800,-2.520,0
Kepler-1330,b,Kepler-1330 b,Transit,0,2016,10.10769068,0.00004951,-0.00004951,0,,,,,,,,,3.36000,,,0,M-R relationship,1.650,0.400,-0.130,0,4.11000,,,0,,,,,322.3990,28.9080,-26.0830,0,1,19h22m18.42s,290.576737,+39d57m24.8s,39.956893,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,939.00,222.22,-75.42,0,14.945,,0,G (Gaia),13.302,0.041,0,Ks (2MASS),,5608.00,83.00,-112.79,0,4.48,0.06,-0.18,0,0.424,0.044,-0.049,0,0.97,0.05,-0.05,0,0.94,0.23,-0.07,0,0.080,0.139,-0.151,0,[Fe/H],4.900,4.900,-3.150,0
Kepler-1331,b,Kepler-1331 b,Transit,0,2016,0.78916165,0.00000121,-0.00000121,0,,,,,,,,,1.16000,,,0,M-R relationship,1.050,0.090,-0.080,0,5.51000,,,0,,,,,547.2940,14.1530,-13.7660,0,1,19h48m17.71s,297.073789,+41d13m28.1s,41.224480,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,365.00,31.79,-30.43,0,15.032,,0,G (Gaia),12.318,0.021,0,Ks (2MASS),,4508.00,243.21,-204.59,0,4.63,0.03,-0.03,0,-0.967,0.009,-0.009,0,0.72,0.05,-0.05,0,0.69,0.05,-0.04,0,0.050,0.155,-0.160,0,[Fe/H],4.170,5.560,-2.410,0
Kepler-1332,b,Kepler-1332 b,Transit,0,2016,11.87456832,0.00003749,-0.00003749,0,,,,,,,,,2.45000,,,0,M-R relationship,1.370,0.090,-0.050,0,5.24000,,,0,,,,,77.5590,1.8680,-1.8210,0,1,19h24m06.86s,291.028590,+43d54m49.2s,43.913673,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,515.00,22.51,-21.12,0,13.795,,0,G (Gaia),12.122,0.019,0,Ks (2MASS),,5581.00,83.36,-69.91,0,4.51,0.03,-0.03,0,-0.165,0.010,-0.011,0,0.95,0.03,-0.04,0,0.90,0.04,-0.03,0,0.000,0.098,-0.100,0,[Fe/H],3.240,2.430,-1.580,0
Kepler-1333,b,Kepler-1333 b,Transit,0,2016,109.64718420,0.00070770,-0.00070770,0,,,,,,,,,8.30000,,,0,M-R relationship,2.810,0.400,-0.250,0,2.06000,,,0,,,,,3.2980,0.2600,-0.2390,0,1,19h34m06.61s,293.527561,+41d06m41.2s,41.111437,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,958.00,134.34,-92.46,0,15.171,,0,G (Gaia),13.406,0.042,0,Ks (2MASS),,5628.00,142.84,-162.16,0,4.49,0.06,-0.12,0,-0.217,0.033,-0.035,0,0.94,0.06,-0.06,0,0.92,0.13,-0.08,0,-0.040,0.150,-0.187,0,[Fe/H],4.570,4.530,-2.790,0
Kepler-1334,b,Kepler-1334 b,Transit,0,2016,15.64591713,0.00007265,-0.00007265,0,,,,,,,,,5.86000,,,0,M-R relationship,2.290,0.310,-0.180,0,2.68000,,,0,,,,,78.3550,5.5160,-5.1030,0,1,19h17m14.76s,289.311480,+51d19m15.1s,51.320866,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1047.00,141.02,-79.34,0,15.171,,0,G (Gaia),13.626,0.045,0,Ks (2MASS),,5614.00,91.79,-87.50,0,4.50,0.05,-0.12,0,0.020,0.031,-0.033,0,0.94,0.04,-0.05,0,0.91,0.12,-0.06,0,-0.030,0.139,-0.175,0,[Fe/H],4.270,5.150,-2.570,0
Kepler-1335,b,Kepler-1335 b,Transit,0,2016,6.26406846,0.00002706,-0.00002706,0,,,,,,,,,2.70000,,,0,M-R relationship,1.450,0.100,-0.090,0,4.87000,,,0,,,,,80.7410,3.5830,-3.4050,0,1,18h59m21.22s,284.838408,+42d04m13.6s,42.070431,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,628.00,28.34,-38.14,0,15.304,,0,G (Gaia),13.134,0.034,0,Ks (2MASS),,4903.00,66.92,-62.59,0,4.60,0.03,-0.04,0,-0.601,0.017,-0.017,0,0.77,0.04,-0.04,0,0.74,0.03,-0.04,0,-0.070,0.156,-0.178,0,[Fe/H],4.900,5.920,-2.970,0
Kepler-1336,b,Kepler-1336 b,Transit,0,2016,23.19868100,0.00025460,-0.00025460,0,,,,,,,,,4.58000,,,0,M-R relationship,1.980,0.300,-0.400,0,3.24000,,,0,,,,,103.7200,4.7200,-4.4910,0,1,19h45m06.65s,296.277711,+46d53m59.5s,46.899857,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,822.00,119.57,-166.90,0,14.038,,0,G (Gaia),12.366,0.020,0,Ks (2MASS),,5512.00,86.32,-66.78,0,4.18,0.17,-0.10,0,0.405,0.025,-0.026,0,0.94,0.05,-0.04,0,1.30,0.19,-0.26,0,0.050,0.082,-0.050,0,[Fe/H],12.300,1.600,-3.000,0
Kepler-1336,c,Kepler-1336 c,Transit,0,2016,5.77721211,0.00002788,-0.00002788,0,,,,,,,,,3.57000,,,0,M-R relationship,1.710,0.270,-0.350,0,3.92000,,,0,,,,,662.7130,30.1610,-28.6970,0,1,19h45m06.65s,296.277711,+46d53m59.5s,46.899857,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,822.00,119.57,-166.90,0,14.038,,0,G (Gaia),12.366,0.020,0,Ks (2MASS),,5512.00,86.32,-66.78,0,4.18,0.17,-0.10,0,0.405,0.025,-0.026,0,0.94,0.05,-0.04,0,1.30,0.19,-0.26,0,0.050,0.082,-0.050,0,[Fe/H],12.300,1.600,-3.000,0
Kepler-1337,b,Kepler-1337 b,Transit,0,2016,24.40025490,0.00010890,-0.00010890,0,,,,,,,,,6.39000,,,0,M-R relationship,2.410,0.100,-0.440,0,2.51000,,,0,,,,,9.1830,0.4630,-0.4390,0,1,19h08m02.18s,287.009098,+46d47m46.0s,46.796101,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,588.00,29.44,-46.10,0,15.817,,0,G (Gaia),13.294,0.034,0,Ks (2MASS),,4523.00,51.15,-50.38,0,4.64,0.03,-0.03,0,-0.805,0.020,-0.021,0,0.70,0.04,-0.05,0,0.67,0.03,-0.05,0,-0.090,0.167,-0.188,0,[Fe/H],4.270,6.060,-2.480,0
Kepler-1338,b,Kepler-1338 b,Transit,0,2016,0.93511806,0.00000276,-0.00000276,0,,,,,,,,,0.72100,,,0,M-R relationship,0.920,0.190,-0.100,0,5.09000,,,0,,,,,4712.1110,164.8350,-159.2540,0,1,18h56m10.16s,284.042335,+41d41m56.9s,41.699139,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,619.00,126.75,-67.09,0,13.574,,0,G (Gaia),12.106,0.021,0,Ks (2MASS),,5909.00,114.45,-138.71,0,4.41,0.08,-0.15,0,0.218,0.017,-0.018,0,1.04,0.08,-0.07,0,1.05,0.21,-0.11,0,0.000,0.155,-0.177,0,[Fe/H],3.800,2.490,-2.070,0
Kepler-1339,b,Kepler-1339 b,Transit,0,2016,1.34155513,0.00000370,-0.00000370,0,,,,,,,,,0.28500,,,0,M-R relationship,0.710,0.060,-0.040,0,4.38000,,,0,,,,,3094.8170,140.7800,-133.6650,0,1,18h54m58.99s,283.745794,+48d22m24.2s,48.373394,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,267.00,18.41,-15.41,0,12.123,,0,G (Gaia),10.627,0.014,0,Ks (2MASS),,5586.00,51.01,-56.05,0,4.47,0.05,-0.06,0,0.171,0.012,-0.013,0,0.94,0.03,-0.04,0,0.93,0.06,-0.05,0,0.010,0.112,-0.110,0,[Fe/H],5.620,3.230,-3.110,0
Kepler-134,b,Kepler-134 b,Transit,0,2014,5.31742900,0.00000800,-0.00000800,0,0.060000,,,0,,,,,4.66000,,,0,M-R relationship,2.000,0.390,-0.390,0,3.20000,,,0,,,,,301.3670,6.8170,-6.7040,0,1,18h58m57.36s,284.739001,+49d35m54.2s,49.598396,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,338.05,2.42,-2.42,0,12.222,,0,G (Gaia),10.951,0.019,0,Ks (2MASS),,5983.00,150.00,-150.00,0,4.31,0.15,-0.15,0,0.036,0.006,-0.006,0,1.06,0.04,-0.05,0,1.18,0.23,-0.23,0,-0.040,0.105,-0.112,0,[Fe/H],3.550,1.760,-1.720,0
